address,category,claimed_status,first_review,health_rating,id,info,last_review,latitude,longitude,name,neighborhood,permanently_closed,phone,price_range,ratings,ratings_histogram,reviews,url,website,working_hours
"2965 N Lincoln Ave Chicago, IL 60657 b/t Southport Ave & George St Lakeview","Desserts,Breakfast & Brunch,Diners",,2012-09-27,,14_bistro-dre,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'No'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'No'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'No'}, {'Has TV': 'No'}, {'Caters': 'No'}]",2016-10-02,41.935854,-87.66292800000001,Bistro Dre,Lakeview,1,(773) 697-9067,$11-30,3.5,"[{5: 124}, {4: 87}, {3: 23}, {2: 30}, {1: 47}]",311.0,https://www.yelp.com/biz/bistro-dre-chicago,http://www.bistrodre.com/,[]
"2965 N Lincoln Ave Chicago, IL 60657 b/t Southport Ave & George St Lakeview","Desserts,Breakfast & Brunch,Diners",,2012-09-27,,58_bistro-dre,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'No'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'No'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'No'}, {'Has TV': 'No'}, {'Caters': 'No'}]",2016-10-02,41.935854,-87.66292800000001,Bistro Dre,Lakeview,1,(773) 697-9067,$11-30,3.5,"[{5: 124}, {4: 87}, {3: 23}, {2: 30}, {1: 47}]",311.0,,http://www.bistrodre.com/,[]
"1419 N Wells St Old town Chicago, IL 60610 b/t Burton Pl & Schiller St Old Town, Near North Side","Donuts,Coffee & Tea",Claimed,2016-03-10,,37_doodles-doughnuts,"[{'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'Yes'}, {'Parking': 'Garage'}, {'Bike Parking': 'Yes'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'Free'}, {'Good for Working': 'Yes'}]",2016-09-28,41.908349,-87.634253,Doodle’s Doughnuts,"Old Town, Near North Side",1,(312) 631-3339,Moderate,4.0,"[{5: 25}, {4: 12}, {3: 6}, {2: 8}, {1: 1}]",52.0,https://www.yelp.com/biz/doodles-doughnuts-chicago,http://doodlesdoughnuts.com,[]
"4659 N Clark St Chicago, IL 60640 b/t Wilson Ave & Leland Ave Uptown",Dive Bars,Claimed,2005-07-11,,24_carols-pub,"[{'Takes Reservations': 'Yes'}, {'Accepts Credit Cards': 'No'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Groups': 'Yes'}, {'Ambience': 'Divey'}, {'Noise Level': 'Loud'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'No'}, {'Has TV': 'Yes'}, {'Has Pool Table': 'Yes'}]",2016-09-25,41.966913,-87.666848,Carol’s Pub,Uptown,1,(773) 334-2402,Inexpensive,3.5,"[{5: 43}, {4: 77}, {3: 44}, {2: 30}, {1: 26}]",220.0,https://www.yelp.com/biz/carols-pub-chicago,,[]
"930 W Belmont Ave Chicago, IL 60657 b/t Wilton Ave & Clark St Lakeview","Breakfast & Brunch,American (Traditional)",Claimed,2015-06-26,,12_the-belmont-cafe,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'Yes'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Good For': 'Breakfast, Brunch, Late Night'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Wheelchair Accessible': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'No'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'Free'}, {'Has TV': 'Yes'}, {'Waiter Service': 'Yes'}, {'Caters': 'No'}]",2016-09-22,41.940114,-87.652804,The Belmont Cafe,Lakeview,1,(773) 394-4122,$11-30,2.5,"[{5: 16}, {4: 13}, {3: 9}, {2: 27}, {1: 43}]",108.0,https://www.yelp.com/biz/the-belmont-cafe-chicago,,[]
"449 W North Ave Chicago, IL 60610 b/t Hudson Ave & Cleveland Ave Near North Side, Old Town","Japanese,Sushi Bars",Claimed,2008-12-16,,107_shiso,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'Yes'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'No'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'Beer & Wine Only'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'No'}, {'Has TV': 'No'}, {'Caters': 'Yes'}]",2016-09-21,41.910803,-87.64048199999999,Shiso,"Near North Side, Old Town",1,(312) 649-1234,$11-30,4.0,"[{5: 67}, {4: 112}, {3: 30}, {2: 16}, {1: 10}]",235.0,https://www.yelp.com/biz/shiso-chicago,http://www.shisochicago.com,[]
"2211 W North Ave Chicago, IL 60647 b/t Leavitt St & Bell Ave West Town, Wicker Park","Sandwiches,Breakfast & Brunch,Delis",Claimed,2009-04-07,,148_birchwood-kitchen,"[{'Takes Reservations': 'No'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Bitcoin': 'No'}, {'Good For': 'Brunch, Lunch'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'No'}, {'Outdoor Seating': 'Yes'}, {'Wi-Fi': 'No'}, {'Has TV': 'No'}, {'Caters': 'Yes'}]",2016-09-19,41.910175,-87.68288000000001,Birchwood Kitchen,"West Town, Wicker Park",1,(773) 276-2100,$11-30,4.5,"[{5: 493}, {4: 274}, {3: 52}, {2: 28}, {1: 14}]",861.0,https://www.yelp.com/biz/birchwood-kitchen-chicago,http://www.birchwoodkitchen.com/,[]
"2723 N Clark St Chicago, IL 60614 b/t Broadway St & Schubert Ave Lincoln Park",American (New),Claimed,2012-04-24,,83_the-peasantry,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Bitcoin': 'No'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'No'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Trendy'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'Free'}, {'Has TV': 'No'}, {'Caters': 'No'}]",2016-09-17,41.9321,-87.644335,The Peasantry,Lincoln Park,1,(773) 868-4888,$11-30,3.5,"[{5: 163}, {4: 112}, {3: 62}, {2: 45}, {1: 42}]",424.0,https://www.yelp.com/biz/the-peasantry-chicago,http://www.thepeasantry.com,[]
"5420 N Clark St Chicago, IL 60640 b/t Rascher Ave & Balmoral Ave Andersonville, Edgewater","Cocktail Bars,American (New),Tapas Bars",Claimed,2016-09-14,,112_taverna-750,"[{'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Good for Kids': 'No'}, {'Good for Groups': 'Yes'}]",2016-09-17,41.980468,-87.66852800000001,Taverna 750,"Andersonville, Edgewater",1,(773) 961-7358,,2.0,"[{5: 0}, {4: 1}, {3: 0}, {2: 0}, {1: 2}]",3.0,https://www.yelp.com/biz/taverna-750-chicago,,[]
"364 W Erie St Chicago, IL 60654 Near North Side, River North","Bars,American (Traditional)",Claimed,2006-06-23,,28_citizen-bar,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Accepts Bitcoin': 'No'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'No'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'Yes'}, {'Wi-Fi': 'Free'}, {'Has TV': 'Yes'}, {'Caters': 'Yes'}, {'Has Pool Table': 'No'}]",2016-09-11,41.893919,-87.638159,Citizen Bar,"Near North Side, River North",1,(312) 640-1156,$11-30,3.0,"[{5: 56}, {4: 81}, {3: 82}, {2: 39}, {1: 60}]",318.0,https://www.yelp.com/biz/citizen-bar-chicago,http://www.citizenbar.com,[]
"444 W Fullerton Pkwy Chicago, IL 60614 b/t Lakeview Ave & Clark St Lincoln Park","Breakfast & Brunch,Coffee & Tea",Claimed,2009-07-17,,103_sarks-in-the-park,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'Yes'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'No'}, {'Outdoor Seating': 'Yes'}, {'Wi-Fi': 'No'}, {'Has TV': 'Yes'}, {'Caters': 'No'}, {'Good for Working': 'Yes'}]",2016-09-10,41.925894,-87.641075,Sarks in the Park,Lincoln Park,1,(773) 404-9000,$11-30,2.5,"[{5: 30}, {4: 32}, {3: 45}, {2: 44}, {1: 99}]",250.0,https://www.yelp.com/biz/sarks-in-the-park-chicago,http://www.sarksinthepark.com/,[]
"314 S Halsted St Chicago, IL 60661 b/t Gladys Ave & Jackson Blvd Greektown, Near West Side, West Loop","Greek,Mediterranean",Claimed,2005-10-12,,404_the-parthenon,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'Yes'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'Yes'}, {'Parking': 'Valet'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'No'}, {'Has TV': 'Yes'}, {'Caters': 'Yes'}]",2016-09-07,41.877398,-87.647586,The Parthenon,"Greektown, Near West Side, West Loop",1,(312) 726-2407,$11-30,3.5,"[{5: 97}, {4: 156}, {3: 58}, {2: 47}, {1: 66}]",424.0,,http://www.theparthenon.com/,[]
"314 S Halsted St Chicago, IL 60661 b/t Gladys Ave & Jackson Blvd Greektown, Near West Side, West Loop","Greek,Mediterranean",Claimed,2005-10-12,,86_the-parthenon,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'Yes'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'Yes'}, {'Parking': 'Valet'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'No'}, {'Has TV': 'Yes'}, {'Caters': 'Yes'}]",2016-09-07,41.877398,-87.647586,The Parthenon,"Greektown, Near West Side, West Loop",1,(312) 726-2407,$11-30,3.5,"[{5: 97}, {4: 156}, {3: 58}, {2: 47}, {1: 66}]",424.0,https://www.yelp.com/biz/the-parthenon-chicago,http://www.theparthenon.com/,[]
"3324 N California Ave Chicago, IL 60618 b/t Roscoe St & Henderson St Avondale","Fast Food,Hot Dogs",,2005-05-13,,251_hot-dougs,"[{'Takes Reservations': 'No'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'No'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'No'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'No'}, {'Has TV': 'No'}, {'Caters': 'No'}]",2016-09-02,41.94267,-87.698136,Hot Doug’s,Avondale,1,(773) 279-9550,Under $10,4.5,"[{5: 2059}, {4: 762}, {3: 211}, {2: 62}, {1: 46}]",3140.0,https://www.yelp.com/biz/hot-dougs-chicago,http://hotdougs.com/,[]
"5420 N Clark St Chicago, IL 60640 b/t Rascher Ave & Balmoral Ave Andersonville, Edgewater","American (New),Wine Bars",Claimed,2013-12-10,,18_the-brixton,"[{'Takes Reservations': 'No'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'Yes'}, {'Accepts Bitcoin': 'No'}, {'Good For': 'Dinner'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Wheelchair Accessible': 'Yes'}, {'Good for Kids': 'No'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Intimate'}, {'Noise Level': 'Average'}, {'Music': 'Background'}, {'Good For Dancing': 'No'}, {'Alcohol': 'Full Bar'}, {'Happy Hour': 'Yes'}, {'Best Nights': 'Tue, Fri, Sat'}, {'Coat Check': 'No'}, {'Smoking': 'No'}, {'Outdoor Seating': 'Yes'}, {'Wi-Fi': 'Free'}, {'Has TV': 'Yes'}, {'Dogs Allowed': 'No'}, {'Waiter Service': 'Yes'}, {'Caters': 'No'}]",2016-08-27,41.980477,-87.668673,The Brixton,"Andersonville, Edgewater",1,(773) 961-7358,$11-30,4.0,"[{5: 62}, {4: 57}, {3: 8}, {2: 23}, {1: 13}]",163.0,https://www.yelp.com/biz/the-brixton-chicago,http://www.thebrixtonchicago.com,[]
"5025 N Clark St Chicago, IL 60640 b/t Argyle St & Winnemac Ave Andersonville, Uptown",Mexican,Claimed,2015-09-13,,113_cantina-1910,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Accepts Bitcoin': 'No'}, {'Good For': 'Dinner'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Wheelchair Accessible': 'Yes'}, {'Good for Kids': 'No'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Trendy'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'Free'}, {'Has TV': 'No'}, {'Dogs Allowed': 'No'}, {'Waiter Service': 'Yes'}, {'Caters': 'No'}]",2016-08-27,41.973238,-87.667674,Cantina 1910,"Andersonville, Uptown",1,(773) 506-1910,$11-30,3.5,"[{5: 89}, {4: 71}, {3: 47}, {2: 66}, {1: 49}]",322.0,https://www.yelp.com/biz/cantina-1910-chicago,http://www.cantina-1910.com/#cantina1910,[]
"5025 N Clark St Chicago, IL 60640 b/t Argyle St & Winnemac Ave Andersonville, Uptown",Mexican,Claimed,2015-09-13,,22_cantina-1910,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Accepts Bitcoin': 'No'}, {'Good For': 'Dinner'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Wheelchair Accessible': 'Yes'}, {'Good for Kids': 'No'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Trendy'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'Free'}, {'Has TV': 'No'}, {'Dogs Allowed': 'No'}, {'Waiter Service': 'Yes'}, {'Caters': 'No'}]",2016-08-27,41.973238,-87.667674,Cantina 1910,"Andersonville, Uptown",1,(773) 506-1910,$11-30,3.5,"[{5: 89}, {4: 71}, {3: 47}, {2: 66}, {1: 49}]",322.0,https://www.yelp.com/biz/cantina-1910-chicago,http://www.cantina-1910.com/#cantina1910,[]
"2928 W Fullerton Ave Chicago, IL 60647 b/t Milwaukee Ave & Francisco Ave Logan Square",Dive Bars,,2006-03-21,,116_two-way-lounge,"[{'Takes Reservations': 'No'}, {'Accepts Credit Cards': 'No'}, {'Accepts Apple Pay': 'No'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Groups': 'Yes'}, {'Ambience': 'Divey'}, {'Noise Level': 'Loud'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'No'}, {'Has TV': 'Yes'}, {'Has Pool Table': 'Yes'}]",2016-08-23,41.924935999999995,-87.70111,Two Way Lounge,Logan Square,1,(773) 227-5676,Inexpensive,3.5,"[{5: 31}, {4: 59}, {3: 29}, {2: 18}, {1: 11}]",148.0,https://www.yelp.com/biz/two-way-lounge-chicago,,[]
"669 N Milwaukee Ave Chicago, IL 60622 River West, Noble Square, West Town","Bars,Pizza,American (New)",Claimed,2007-02-05,,33_delux-bar-and-grill,"[{'Takes Reservations': 'No'}, {'Delivery': 'Yes'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'No'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'Free'}, {'Has TV': 'Yes'}, {'Caters': 'No'}, {'Has Pool Table': 'Yes'}]",2016-08-21,41.893966,-87.651398,Delux Bar & Grill,"River West, Noble Square, West Town",1,(312) 850-4008,$11-30,4.0,"[{5: 48}, {4: 75}, {3: 27}, {2: 10}, {1: 5}]",165.0,https://www.yelp.com/biz/delux-bar-and-grill-chicago,http://www.deluxchicago.com/,[]
"1372 W Grand Ave Chicago, IL 60642 Noble Square, West Town",American (New),,2013-05-27,,65_m-vie,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Parking': 'Valet'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'No'}, {'Good for Groups': 'Yes'}, {'Attire': 'Dressy'}, {'Ambience': 'Intimate'}, {'Noise Level': 'Loud'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'Free'}, {'Has TV': 'Yes'}, {'Caters': 'Yes'}]",2016-08-20,41.891331,-87.661767,M Vie,"Noble Square, West Town",1,(312) 265-0159,$11-30,3.5,"[{5: 15}, {4: 8}, {3: 0}, {2: 5}, {1: 10}]",38.0,https://www.yelp.com/biz/m-vie-chicago,http://mviechicago.com/,[]
"838 W Randolph St Chicago, IL 60607 b/t Green St & Peoria St Near West Side, West Loop","Italian,Comfort Food",Claimed,2005-10-07,,121_vivo,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Parking': 'Valet, Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'No'}, {'Good for Groups': 'Yes'}, {'Attire': 'Dressy'}, {'Ambience': 'Romantic'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'Yes'}, {'Wi-Fi': 'No'}, {'Has TV': 'No'}, {'Caters': 'Yes'}]",2016-08-15,41.884665999999996,-87.64899399999999,Vivo,"Near West Side, West Loop",1,(312) 733-3379,$31-60,3.5,"[{5: 109}, {4: 139}, {3: 64}, {2: 47}, {1: 31}]",390.0,https://www.yelp.com/biz/vivo-chicago,http://www.vivo-chicago.com/,[]
"1141 N Ashland Ave Chicago, IL 60622 b/t Division St & Haddon Ave West Town",Mexican,Claimed,2014-08-14,,7_authentaco,"[{'Takes Reservations': 'No'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'No'}, {'Accepts Apple Pay': 'No'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'No'}, {'Attire': 'Casual'}, {'Ambience': 'Hipster'}, {'Noise Level': 'Average'}, {'Alcohol': 'No'}, {'Outdoor Seating': 'Yes'}, {'Wi-Fi': 'No'}, {'Has TV': 'No'}]",2016-08-12,41.9028,-87.667286,Authentaco,West Town,1,,Under $10,4.0,"[{5: 43}, {4: 27}, {3: 9}, {2: 6}, {1: 5}]",90.0,https://www.yelp.com/biz/authentaco-chicago,http://authentaco.com,[]
"70 W Madison St Chicago, IL 60602 b/t Michigan Ave & Garland Ct The Loop",Italian,Claimed,2005-11-11,,99_rosebud-theater-district,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'Yes'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Parking': 'Valet'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'No'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'Free'}, {'Has TV': 'Yes'}, {'Caters': 'Yes'}]",2016-08-09,41.882304,-87.630229,Rosebud Theater District,The Loop,1,(312) 332-9500,$11-30,3.5,"[{5: 30}, {4: 57}, {3: 29}, {2: 17}, {1: 6}]",139.0,https://www.yelp.com/biz/rosebud-theater-district-chicago,http://www.rosebudrestaurants.com,[]
"2 E Ontario St Chicago, IL 60611 b/t Wabash Ave & State St Near North Side","Tex-Mex,Bars",Claimed,2005-07-31,,27_chilis,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'Free'}, {'Has TV': 'Yes'}, {'Caters': 'Yes'}]",2016-08-06,41.89352,-87.627921,Chili’s Grill & Bar,Near North Side,1,(312) 943-1510,$11-30,3.0,"[{5: 12}, {4: 42}, {3: 36}, {2: 20}, {1: 20}]",130.0,https://www.yelp.com/biz/chilis-chicago,http://www.chilis.com/EN/Pages/LocationLanding.aspx?Country=US&RestaurantId=701.842.0845&DeliveryEnabled=False&OnlineEnabled=True&Tab=0,[]
"3254 W Montrose Ave Chicago, IL 60618 b/t Sawyer Ave & Spaulding Ave Albany Park","Chinese,Korean",,2007-01-22,,119_vip-restaurant,"[{'Takes Reservations': 'No'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Divey, Casual'}, {'Noise Level': 'Quiet'}, {'Alcohol': 'No'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'No'}, {'Has TV': 'Yes'}]",2016-08-03,41.961363,-87.710454,VIP Restaurant,Albany Park,1,(773) 588-2727,$11-30,4.0,"[{5: 26}, {4: 22}, {3: 10}, {2: 3}, {1: 6}]",67.0,,,[]
"3900 N Lincoln Ave Chicago, IL 60613 b/t Larchmont Ave & Byron St North Center",Thai,Claimed,2012-03-10,,76_namo-thai-cuisine,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'Yes'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Accepts Bitcoin': 'No'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Quiet'}, {'Alcohol': 'No'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'No'}, {'Has TV': 'No'}, {'Caters': 'No'}]",2016-07-31,41.952542,-87.67792,Namo Thai Cuisine,North Center,1,(773) 327-8818,$11-30,4.0,"[{5: 53}, {4: 24}, {3: 12}, {2: 7}, {1: 10}]",106.0,https://www.yelp.com/biz/namo-thai-cuisine-chicago,http://www.namothaicuisine.com,[]
"3220 N Lincoln Ave Chicago, IL 60657 b/t Ashland Ave & Melrose St Lakeview","Bars,American (New)",Claimed,2005-07-29,,46_fizz-bar-and-grill,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Bitcoin': 'No'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'No'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'Yes'}, {'Wi-Fi': 'Free'}, {'Has TV': 'Yes'}, {'Caters': 'Yes'}, {'Has Pool Table': 'No'}]",2016-07-30,41.940305,-87.66924300000001,Fizz Bar & Grill,Lakeview,1,(773) 348-6088,$11-30,3.5,"[{5: 38}, {4: 103}, {3: 71}, {2: 23}, {1: 32}]",267.0,https://www.yelp.com/biz/fizz-bar-and-grill-chicago,http://fizzchicago.com,[]
"601 N Mcclurg Ct Chicago, IL 60611 Near North Side, River East","American (New),Breakfast & Brunch,Wine Bars",Claimed,2012-09-11,,62_local-root,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'Yes'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Bitcoin': 'No'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'Yes'}, {'Wi-Fi': 'Free'}, {'Has TV': 'Yes'}, {'Caters': 'Yes'}]",2016-07-28,41.8931,-87.617583,Local Root,"Near North Side, River East",1,(312) 643-1145,$11-30,3.5,"[{5: 97}, {4: 81}, {3: 52}, {2: 45}, {1: 19}]",294.0,https://www.yelp.com/biz/local-root-chicago,http://www.localrootchicago.com/,[]
